VMLF.AHU.AHU04.OCCSENSOR
VMLF.AHU.AHU04.OVRD
VMLF.AHU.AHU04.RSP
VMLF.AHU.AHU04.Run Status
VMLF.AHU.AHU04.Run Status Sum
VMLF.AHU.AHU04.SF.CLG STG 1
VMLF.AHU.AHU04.SF.CLG STG 2
VMLF.AHU.AHU04.SF.OCC SENSOR
VMLF.AHU.AHU04.SF.SMOKE
VMLF.AHU.AHU04.SF.Speed
VMLF.AHU.AHU04.SF.Start Stop
VMLF.AHU.AHU04.SF.Status
VMLF.AHU.AHU04.Supply Air Temp
VMLF.AHU.AHU04.Supply Air Temp Setpoint
VMLF.AHU.AHU04.TEMPOCC
VMLF.AHU.AHU04.Zone Air Temp
VMLF.AHU.AHU04.ZONE:MODE
VMLF.AHU4.SF.SS
VMLF.AVP.MTR1OVRL
VMLF.AVP.MTR2OVRL
VMLF.AVP.PAL
VMLF.BLDGC.ROOM STPT
VMLF.BP.ALARM HORN
VMLF.BP.ALARM RESET
VMLF.BP.ALARM SILENCE
VMLF.BP.DISCHARGE PSI
VMLF.BP.LOW SUCTION
VMLF.BP.PUMP1.SPEED
VMLF.BP.PUMP1.Start Stop
VMLF.BP.PUMP2.SPEED
VMLF.BP.PUMP2.Start Stop
VMLF.BP.PUMP3.SPEED
VMLF.BP.PUMP3.Start Stop
VMLF.BP.SYSTEM CALL
VMLF.BP.SYSTEM FLOW
VMLF.CHW.BCHWRSP
VMLF.CHW.BLDG.BCHWSSP
VMLF.CHW.BLDG.Chilled Water Return Temp
VMLF.CHW.BLDG.Chilled Water Supply Temp
VMLF.CHW.BLDG.CHWSTPT
VMLF.CHW.BLDG.DP
VMLF.CHW.BLDG.Flow
VMLF.CHW.Bridge Level Bypass Flow
VMLF.CHW.BRIDGE.POS
VMLF.CHW.BRIDGE.VLV
VMLF.CHW.Building Chilled Water Supply Temp Setpoint
VMLF.CHW.CHW STG 1
VMLF.CHW.CHW STG 2
VMLF.CHW.CHWRDIFSP
VMLF.CHW.CHWRSIG
VMLF.CHW.DPREF
VMLF.CHW.ECNM.POS
VMLF.CHW.ECNM.VLV
VMLF.CHW.ENABLE
VMLF.CHW.End of Line Diff Pressure Setpoint
VMLF.CHW.LEADPUMP
VMLF.CHW.LOOP.Chilled Water Return Temp
VMLF.CHW.LOOP.Chilled Water Supply Temp
VMLF.CHW.LOOP.Flow
VMLF.CHW.LOOP.Flow.SP
VMLF.CHW.MAIN.CHWRP
VMLF.CHW.MAIN.CHWSP
VMLF.CHW.MAIN.DP
VMLF.CHW.OACHI
VMLF.CHW.OACLO
VMLF.CHW.OAR
VMLF.CHW.PUMP.Speed
VMLF.CHW.PUMP1.Speed
VMLF.CHW.PUMP1.Start Stop
VMLF.CHW.PUMP2.Speed
VMLF.CHW.PUMP2.Start Stop
VMLF.CHW.RDPMAX
VMLF.CHW.RDPMIN
VMLF.CHW.RDPSTPT
VMLF.CHW.REMT.DP
VMLF.CHW.SF.Speed Command
VMLF.CHW.Supply Static Pressure
VMLF.CHW.TEMPPROX
VMLF.CHW.VFD.Speed
VMLF.DAC.MTR1OVRL
VMLF.DAC.MTR2OVRL
VMLF.DAC.PAL
VMLF.E1.RM1200.Zone Air Temp
VMLF.E1.RM1200:CTL STPT
VMLF.E1.RM1200:DMPR COMD
VMLF.E1.RM1202.Zone Air Temp
VMLF.E1.RM1202:CTL STPT
VMLF.E1.RM1202:DMPR COMD
VMLF.E1.RM1202:VLV COMD
VMLF.E1.RM1203.Zone Air Temp
VMLF.E1.RM1203.Zone Supply Air Flow
VMLF.E1.RM1203:CTL STPT
VMLF.E1.RM1203:DMPR COMD
VMLF.E1.RM1203:VLV COMD
VMLF.E1.RM1209.Zone Air Temp
VMLF.E1.RM1209:CTL STPT
VMLF.E1.RM1209:DMPR COMD
VMLF.E1.RM1209:VLV COMD
VMLF.E1.RM1214.Zone Air Temp
VMLF.E1.RM1214:CTL STPT
VMLF.E1.RM1214:DMPR COMD
VMLF.E1.RM1214:VLV COMD
VMLF.E1.RM1215.Zone Air Temp
VMLF.E1.RM1215:CTL STPT
VMLF.E1.RM1215:DMPR COMD
VMLF.E1.RM1215:VLV COMD
VMLF.E1.RM1216.Zone Air Temp
VMLF.E1.RM1216:CTL STPT
VMLF.E1.RM1216:DMPR COMD
VMLF.E1.RM1216:VLV COMD
VMLF.E1.RM1218.Zone Air Temp
VMLF.E1.RM1218:CTL STPT
VMLF.E1.RM1218:DMPR COMD
VMLF.E1.RM1218:VLV COMD
VMLF.E1.RM1219.Zone Air Temp
VMLF.E1.RM1219:CTL STPT
VMLF.E1.RM1219:DMPR COMD
VMLF.E1.RM1219:VLV COMD
VMLF.E1.RM1220.Zone Air Temp
VMLF.E1.RM1220:CTL STPT
VMLF.E1.RM1220:DMPR COMD
VMLF.E1.RM1220:VLV COMD
VMLF.E2&3.RM1117.Zone Air Temp
VMLF.E2&3.RM1117:CTL STPT
VMLF.E2&3.RM1117:DMPR COMD
VMLF.E2&3.RM1117:VLV COMD
VMLF.E2&3.RM1127.Zone Air Temp
VMLF.E2&3.RM1127:CTL STPT
VMLF.E2&3.RM1127:DMPR COMD
VMLF.E2&3.RM1127:VLV COMD
VMLF.E2&3.RM1127A.Zone Air Temp
VMLF.E2&3.RM1127A:CTL STPT
VMLF.E2&3.RM1127A:DMPR COMD
VMLF.E2&3.RM1127A:VLV COMD
VMLF.E2&3.RM1129.Zone Air Temp
VMLF.E2&3.RM1129:CTL STPT
VMLF.E2&3.RM1129:DMPR COMD
VMLF.E2&3.RM1129:VLV COMD
VMLF.E2&3.RM11301.Zone Air Temp
VMLF.E2&3.RM11301:CTL STPT
VMLF.E2&3.RM11301:DMPR COMD
VMLF.E2&3.RM11301:VLV COMD
VMLF.E2&3.RM11302.Zone Air Temp
VMLF.E2&3.RM11302:CTL STPT
VMLF.E2&3.RM11302:DMPR COMD
VMLF.E2&3.RM11302:VLV COMD
VMLF.E2&3.RM1130B.Zone Air Temp
VMLF.E2&3.RM1130B:CTL STPT
VMLF.E2&3.RM1130B:DMPR COMD
VMLF.E2&3.RM1130B:VLV COMD
VMLF.E2&3.RM1131.Zone Air Temp
VMLF.E2&3.RM1131:CTL STPT
VMLF.E2&3.RM1131:DMPR COMD
VMLF.E2&3.RM1131:VLV COMD
VMLF.E2&3.RM1137.Zone Air Temp
VMLF.E2&3.RM1137:CTL STPT
VMLF.E2&3.RM1137:DMPR COMD
VMLF.E2&3.RM1137:VLV COMD
VMLF.E2&3.RM11401.Zone Air Temp
VMLF.E2&3.RM11401:CTL STPT
VMLF.E2&3.RM11401:DMPR COMD
VMLF.E2&3.RM11401:VLV COMD
VMLF.E2&3.RM11402.Zone Air Temp
VMLF.E2&3.RM11402:CTL STPT
VMLF.E2&3.RM11402:DMPR COMD
VMLF.E2&3.RM11402:VLV COMD
VMLF.E2&3.RM11403.Zone Air Temp
VMLF.E2&3.RM11403:CTL STPT
VMLF.E2&3.RM11403:DMPR COMD
VMLF.E2&3.RM11403:VLV COMD
VMLF.E2&3.RM11404.Zone Air Temp
VMLF.E2&3.RM11404:CTL STPT
VMLF.E2&3.RM11404:DMPR COMD
VMLF.E2&3.RM11404:VLV COMD
VMLF.E2&3.RM1143.Zone Air Temp
VMLF.E2&3.RM1143:CTL STPT
VMLF.E2&3.RM1143:DMPR COMD
VMLF.E2&3.RM1143:VLV COMD
VMLF.E2&3.RM1145.Zone Air Temp
VMLF.E2&3.RM1145:CTL STPT
VMLF.E2&3.RM1145:DMPR COMD
VMLF.E2&3.RM1147.Zone Air Temp
VMLF.E2&3.RM1147:CTL STPT
VMLF.E2&3.RM1147:DMPR COMD
VMLF.E2&3.RM1147:VLV COMD
VMLF.E2&3.RM1147A.Zone Air Temp
VMLF.E2&3.RM1147A:CTL STPT
VMLF.E2&3.RM1147A:DMPR COMD
VMLF.E2&3.RM1147A:VLV COMD
VMLF.E2&3.RM1150.Zone Air Temp
VMLF.E2&3.RM1150:CTL STPT
VMLF.E2&3.RM1150:DMPR COMD
VMLF.E2&3.RM1150:VLV COMD
VMLF.E2&3.RM1155.Zone Air Temp
VMLF.E2&3.RM1155:CTL STPT
VMLF.E2&3.RM1155:DMPR COMD
VMLF.E2&3.RM1155:VLV COMD
VMLF.E2&3.RM1155A.Zone Air Temp
VMLF.E2&3.RM1155A:CTL STPT
VMLF.E2&3.RM1155A:DMPR COMD
VMLF.E2&3.RM1155A:VLV COMD
VMLF.E2&3.RM1156A.Zone Air Temp
VMLF.E2&3.RM1156A:CTL STPT
VMLF.E2&3.RM1156A:DMPR COMD
VMLF.E2&3.RM1156A:VLV COMD
VMLF.E2&3.RM1157.Zone Air Temp
VMLF.E2&3.RM1157:CTL STPT
VMLF.E2&3.RM1157:DMPR COMD
VMLF.E2&3.RM1157:VLV COMD
VMLF.E2&3.RM11581.Zone Air Temp
VMLF.E2&3.RM11581:CTL STPT
VMLF.E2&3.RM11581:DMPR COMD
VMLF.E2&3.RM11581:VLV COMD
VMLF.E2&3.RM11582.Zone Air Temp
VMLF.E2&3.RM11582:CTL STPT
VMLF.E2&3.RM11582:DMPR COMD
VMLF.E2&3.RM11582:VLV COMD
VMLF.E2&3.RM1159.Zone Air Temp
VMLF.E2&3.RM1159:CTL STPT
VMLF.E2&3.RM1159:DMPR COMD
VMLF.E2&3.RM1159:VLV COMD
VMLF.E2&3.RM11601.Zone Air Temp
VMLF.E2&3.RM11601:CTL STPT
VMLF.E2&3.RM11601:DMPR COMD
