VMIF.AHU.AC01.FAULT
VMIF.AHU.AC01.HIGHPSI
VMIF.AHU.AC01.LOWPSI
VMIF.AHU.AHU01.ALARMENABLE
VMIF.AHU.AHU01.AVGRMT
VMIF.AHU.AHU01.CCO
VMIF.AHU.AHU01.CCV
VMIF.AHU.AHU01.CHVCLOSED
VMIF.AHU.AHU01.CHVOPEN75
VMIF.AHU.AHU01.CHVOPEN95
VMIF.AHU.AHU01.CO2ALARM
VMIF.AHU.AHU01.CO2DIFF
VMIF.AHU.AHU01.CO2DIFFSET
VMIF.AHU.AHU01.CO2HIGH
VMIF.AHU.AHU01.CO2SETPT
VMIF.AHU.AHU01.COOLINGREQUIRED
VMIF.AHU.AHU01.CTLSAS
VMIF.AHU.AHU01.CVO
VMIF.AHU.AHU01.EAD
VMIF.AHU.AHU01.EAO
VMIF.AHU.AHU01.ECON.Mode.ON
VMIF.AHU.AHU01.ECONFLOW
VMIF.AHU.AHU01.ECONHISET
VMIF.AHU.AHU01.ECONLOWSET
VMIF.AHU.AHU01.ECONMODE
VMIF.AHU.AHU01.FLOWDIFFOPERSET
VMIF.AHU.AHU01.FLOWDIFFSET
VMIF.AHU.AHU01.FROSTALARM
VMIF.AHU.AHU01.FROSTSET
VMIF.AHU.AHU01.HCO
VMIF.AHU.AHU01.HCV
VMIF.AHU.AHU01.HEATMODE
VMIF.AHU.AHU01.HEATMODESET
VMIF.AHU.AHU01.HTGREQUIRED
VMIF.AHU.AHU01.HTGSAR
VMIF.AHU.AHU01.HVO
VMIF.AHU.AHU01.IDEC.RUNTIME
VMIF.AHU.AHU01.IDECFAN.HOA
VMIF.AHU.AHU01.IDECFAN.Start Stop
VMIF.AHU.AHU01.IDECFLOW
VMIF.AHU.AHU01.IDECFLOWAVG
VMIF.AHU.AHU01.IDECHISET
VMIF.AHU.AHU01.IDECLOWSET
VMIF.AHU.AHU01.IDECMINMODE
VMIF.AHU.AHU01.IDECMINON
VMIF.AHU.AHU01.IDECMODE
VMIF.AHU.AHU01.IDECOAD
VMIF.AHU.AHU01.IDECOAO
VMIF.AHU.AHU01.IDECON
VMIF.AHU.AHU01.IDECSAS
VMIF.AHU.AHU01.IDECSAT
VMIF.AHU.AHU01.IDECSYSTEM
VMIF.AHU.AHU01.IDEC_RUNTIME
VMIF.AHU.AHU01.LOBBY1ST.RMS
VMIF.AHU.AHU01.LOBBY1ST.Zone Air Temp
VMIF.AHU.AHU01.LOBBY2ND.RMS
VMIF.AHU.AHU01.LOBBY2ND.Zone Air Temp
VMIF.AHU.AHU01.LP1
VMIF.AHU.AHU01.LP2
VMIF.AHU.AHU01.MAO
VMIF.AHU.AHU01.MAXRMT
VMIF.AHU.AHU01.MAXRMTHIGH
VMIF.AHU.AHU01.MINRMT
VMIF.AHU.AHU01.MINRMTLOW
VMIF.AHU.AHU01.MOAFLO
VMIF.AHU.AHU01.OACO2
VMIF.AHU.AHU01.OAFILTER
VMIF.AHU.AHU01.OAFLO
VMIF.AHU.AHU01.OAFLOW
VMIF.AHU.AHU01.OAFLOWAVG
VMIF.AHU.AHU01.OAFLOWMIN
VMIF.AHU.AHU01.OAFLOWMINSET
VMIF.AHU.AHU01.OAO
VMIF.AHU.AHU01.Outside Air Damper Position
VMIF.AHU.AHU01.Outside Air Temp
VMIF.AHU.AHU01.OVERRIDE
VMIF.AHU.AHU01.OVERRIDESET
VMIF.AHU.AHU01.P12
VMIF.AHU.AHU01.P13
VMIF.AHU.AHU01.P14
VMIF.AHU.AHU01.PUMP.HOA
VMIF.AHU.AHU01.PUMP.Start Stop
VMIF.AHU.AHU01.PURGEDB
VMIF.AHU.AHU01.PURGEENABLE
VMIF.AHU.AHU01.PURGEMODE
VMIF.AHU.AHU01.PURGEOACOLD
VMIF.AHU.AHU01.PURGEOADB
VMIF.AHU.AHU01.PURGERMDB
VMIF.AHU.AHU01.PURGERMTLOW
VMIF.AHU.AHU01.PURGERMTSET
VMIF.AHU.AHU01.PURGERMTWARM
VMIF.AHU.AHU01.RACO2
VMIF.AHU.AHU01.RAFIRE
VMIF.AHU.AHU01.RAFLOWAVG
VMIF.AHU.AHU01.RAFLOWSET
VMIF.AHU.AHU01.RAO
VMIF.AHU.AHU01.RARLFDOOR
VMIF.AHU.AHU01.Return Air Damper Position
VMIF.AHU.AHU01.Return Air Flow
VMIF.AHU.AHU01.Return Air Temp
VMIF.AHU.AHU01.RF.FAULT
VMIF.AHU.AHU01.RF.FREQ OUTPUT
VMIF.AHU.AHU01.RF.HOA
VMIF.AHU.AHU01.RF.Speed
VMIF.AHU.AHU01.RF.Speed Command
VMIF.AHU.AHU01.RF.Start Stop
VMIF.AHU.AHU01.RF.VFD Frequency
VMIF.AHU.AHU01.RFKWH.ACCUM
VMIF.AHU.AHU01.RFKWH.YEAR
VMIF.AHU.AHU01.RFVFD:DAY.NIGHT
VMIF.AHU.AHU01.RFVFD:KWH
VMIF.AHU.AHU01.RFVFD:OK.FAULT
VMIF.AHU.AHU01.RFVFD:POWER
VMIF.AHU.AHU01.RFVFD:RESET FAULT
VMIF.AHU.AHU01.RFVFD:RUN TIME
VMIF.AHU.AHU01.RFVFD:SEL HND.AUTO
VMIF.AHU.AHU01.RHVAVHTGREQUIRED
VMIF.AHU.AHU01.RNFRMP
VMIF.AHU.AHU01.RP1
VMIF.AHU.AHU01.RP2
VMIF.AHU.AHU01.Run Status
VMIF.AHU.AHU01.Run Status Sum
VMIF.AHU.AHU01.SAFILTER
VMIF.AHU.AHU01.SAFIRE
VMIF.AHU.AHU01.SARLFDOOR
VMIF.AHU.AHU01.SATI
VMIF.AHU.AHU01.SATP
VMIF.AHU.AHU01.SF.FAULT
VMIF.AHU.AHU01.SF.FREQ OUTPUT
VMIF.AHU.AHU01.SF.HOA
VMIF.AHU.AHU01.SF.Speed
VMIF.AHU.AHU01.SF.Speed Command
VMIF.AHU.AHU01.SF.Start Stop
VMIF.AHU.AHU01.SF.VFD Frequency
VMIF.AHU.AHU01.SFKWH.ACCUM
VMIF.AHU.AHU01.SFKWH.ACCUM.DAILY
VMIF.AHU.AHU01.SFKWH.YEAR
VMIF.AHU.AHU01.SFON
VMIF.AHU.AHU01.SFVFD:KWH
VMIF.AHU.AHU01.SFVFD:OK.FAULT
VMIF.AHU.AHU01.SFVFD:POWER
VMIF.AHU.AHU01.SFVFD:RUN TIME
VMIF.AHU.AHU01.SFVFD:SEL HND.AUTO
VMIF.AHU.AHU01.SPFRMP
VMIF.AHU.AHU01.STATIC.DIFF
VMIF.AHU.AHU01.SUMPHEATER
VMIF.AHU.AHU01.SUMPHILIMIT
VMIF.AHU.AHU01.SUMPLOLIMIT
VMIF.AHU.AHU01.SUMPTEMP
VMIF.AHU.AHU01.Supply Air Flow
VMIF.AHU.AHU01.Supply Air Flow Average
VMIF.AHU.AHU01.Supply Air Temp
VMIF.AHU.AHU01.Supply Air Temp Setpoint
VMIF.AHU.AHU01.Supply Air Temp.DIFF
VMIF.AHU.AHU01.Supply Static Pressure
VMIF.AHU.AHU01.Supply Static Pressure Setpoint
VMIF.AHU.AHU01.SUPTEMPOUT
VMIF.AHU.AHU01.VAVCO2SET
VMIF.AHU.AHU01.VAVHEATING
VMIF.AHU.AHU01.ZONE:MODE
VMIF.AHU.AHU02.ALARMENABLE
VMIF.AHU.AHU02.AVGRMT
VMIF.AHU.AHU02.CCO
VMIF.AHU.AHU02.CCV
VMIF.AHU.AHU02.CHVCLOSED
VMIF.AHU.AHU02.CHVOPEN75
VMIF.AHU.AHU02.CHVOPEN95
VMIF.AHU.AHU02.CO2ALARM
VMIF.AHU.AHU02.CO2DIFF
VMIF.AHU.AHU02.CO2DIFFSET
VMIF.AHU.AHU02.CO2HIGH
VMIF.AHU.AHU02.CO2SETPT
VMIF.AHU.AHU02.COOLINGREQUIRED
VMIF.AHU.AHU02.CTLSAS
VMIF.AHU.AHU02.CVO
VMIF.AHU.AHU02.EAD
VMIF.AHU.AHU02.EAO
VMIF.AHU.AHU02.ECON.Mode.ON
VMIF.AHU.AHU02.ECON.MODE.RUNTIME
VMIF.AHU.AHU02.ECONFLOW
VMIF.AHU.AHU02.ECONHISET
VMIF.AHU.AHU02.ECONLOWSET
VMIF.AHU.AHU02.ECONMODE
VMIF.AHU.AHU02.FLOWDIFFOPERSET
VMIF.AHU.AHU02.FLOWDIFFSET
VMIF.AHU.AHU02.FROSTALARM
VMIF.AHU.AHU02.FROSTSET
VMIF.AHU.AHU02.HCO
VMIF.AHU.AHU02.HCV
VMIF.AHU.AHU02.HEATMODE
VMIF.AHU.AHU02.HEATMODESET
VMIF.AHU.AHU02.HTGREQUIRED
VMIF.AHU.AHU02.HTGSAR
VMIF.AHU.AHU02.HVO
VMIF.AHU.AHU02.I12
VMIF.AHU.AHU02.I13
VMIF.AHU.AHU02.I14
VMIF.AHU.AHU02.IDEC.RUNTIME
VMIF.AHU.AHU02.IDECFAN.HOA
VMIF.AHU.AHU02.IDECFAN.Start Stop
VMIF.AHU.AHU02.IDECFLOW
VMIF.AHU.AHU02.IDECFLOWAVG
VMIF.AHU.AHU02.IDECHISET
VMIF.AHU.AHU02.IDECLOWSET
VMIF.AHU.AHU02.IDECMINMODE
VMIF.AHU.AHU02.IDECMINON
VMIF.AHU.AHU02.IDECMODE
VMIF.AHU.AHU02.IDECOAD
VMIF.AHU.AHU02.IDECOAO
VMIF.AHU.AHU02.IDECON
VMIF.AHU.AHU02.IDECSAS
VMIF.AHU.AHU02.IDECSAT
VMIF.AHU.AHU02.IDECSYSTEM
VMIF.AHU.AHU02.LP1
VMIF.AHU.AHU02.LP2
VMIF.AHU.AHU02.MAO
VMIF.AHU.AHU02.MAXRMT
VMIF.AHU.AHU02.MAXRMTHIGH
VMIF.AHU.AHU02.MINRMT
VMIF.AHU.AHU02.MINRMTLOW
VMIF.AHU.AHU02.MOAFLO
VMIF.AHU.AHU02.OACO2
VMIF.AHU.AHU02.OAFILTER
VMIF.AHU.AHU02.OAFLO
VMIF.AHU.AHU02.OAFLOW
VMIF.AHU.AHU02.OAFLOWAVG
VMIF.AHU.AHU02.OAFLOWMIN
VMIF.AHU.AHU02.OAFLOWMINSET
VMIF.AHU.AHU02.OAO
VMIF.AHU.AHU02.Outside Air Damper Position
VMIF.AHU.AHU02.Outside Air Temp
VMIF.AHU.AHU02.OVERRIDE
VMIF.AHU.AHU02.OVERRIDESET
VMIF.AHU.AHU02.P12
VMIF.AHU.AHU02.P13
VMIF.AHU.AHU02.P14
VMIF.AHU.AHU02.PUMP.HOA
VMIF.AHU.AHU02.PUMP.Start Stop
VMIF.AHU.AHU02.PURGEDB
VMIF.AHU.AHU02.PURGEENABLE
VMIF.AHU.AHU02.PURGEMODE
VMIF.AHU.AHU02.PURGEOACOLD
VMIF.AHU.AHU02.PURGEOADB
VMIF.AHU.AHU02.PURGERMDB
VMIF.AHU.AHU02.PURGERMTLOW
VMIF.AHU.AHU02.PURGERMTSET
VMIF.AHU.AHU02.PURGERMTWARM
VMIF.AHU.AHU02.RACO2
VMIF.AHU.AHU02.RAFIRE
VMIF.AHU.AHU02.RAFLOWAVG
VMIF.AHU.AHU02.RAFLOWSET
VMIF.AHU.AHU02.RAO
VMIF.AHU.AHU02.RARLFDOOR
VMIF.AHU.AHU02.Return Air Damper Position
VMIF.AHU.AHU02.Return Air Flow
VMIF.AHU.AHU02.Return Air Temp
VMIF.AHU.AHU02.RF.FAULT
VMIF.AHU.AHU02.RF.FREQ OUTPUT
VMIF.AHU.AHU02.RF.HOA
VMIF.AHU.AHU02.RF.Speed
VMIF.AHU.AHU02.RF.Speed Command
VMIF.AHU.AHU02.RF.Start Stop
VMIF.AHU.AHU02.RF.VFD Frequency
VMIF.AHU.AHU02.RFKWH.ACCUM
VMIF.AHU.AHU02.RFKWH.ACCUM.DAILY
VMIF.AHU.AHU02.RFKWH.YEAR
VMIF.AHU.AHU02.RFVFD:DAY.NIGHT
VMIF.AHU.AHU02.RFVFD:KWH
VMIF.AHU.AHU02.RFVFD:OK.FAULT
VMIF.AHU.AHU02.RFVFD:POWER
VMIF.AHU.AHU02.RFVFD:RESET FAULT
VMIF.AHU.AHU02.RFVFD:RUN TIME
VMIF.AHU.AHU02.RFVFD:SEL HND.AUTO
VMIF.AHU.AHU02.RHVAVHTGREQUIRED
VMIF.AHU.AHU02.RNFRMP
VMIF.AHU.AHU02.RP1
VMIF.AHU.AHU02.RP2
VMIF.AHU.AHU02.Run Status
VMIF.AHU.AHU02.Run Status Sum
VMIF.AHU.AHU02.SAFILTER
VMIF.AHU.AHU02.SAFIRE
VMIF.AHU.AHU02.SARLFDOOR
VMIF.AHU.AHU02.SATI
VMIF.AHU.AHU02.SATP
VMIF.AHU.AHU02.SF.FAULT
VMIF.AHU.AHU02.SF.FREQ OUTPUT
VMIF.AHU.AHU02.SF.HOA
VMIF.AHU.AHU02.SF.Speed
VMIF.AHU.AHU02.SF.Speed Command
VMIF.AHU.AHU02.SF.Start Stop
VMIF.AHU.AHU02.SF.VFD Frequency
VMIF.AHU.AHU02.SFKWH.ACCUM
VMIF.AHU.AHU02.SFKWH.ACCUM.DAILY
VMIF.AHU.AHU02.SFKWH.YEAR
VMIF.AHU.AHU02.SFON
VMIF.AHU.AHU02.SFVFD:ALARM
