VMIF.AHU.AC01.FAULT
VMIF.AHU.AHU02.SFVFD:KWH
VMIF.AHU.AHU02.SFVFD:POWER
VMIF.AHU.AHU02.SFVFD:POWER KW
VMIF.AHU.AHU02.SPFRMP
VMIF.AHU.AHU02.STATIC.DIFF
VMIF.AHU.AHU02.SUMPHEATER
VMIF.AHU.AHU02.SUMPHILIMIT
VMIF.AHU.AHU02.SUMPLOLIMIT
VMIF.AHU.AHU02.SUMPTEMP
VMIF.AHU.AHU02.Supply Air Flow
VMIF.AHU.AHU02.Supply Air Flow Average
VMIF.AHU.AHU02.Supply Air Temp
VMIF.AHU.AHU02.Supply Air Temp Setpoint
VMIF.AHU.AHU02.Supply Air Temp.DIFF
VMIF.AHU.AHU02.Supply Static Pressure
VMIF.AHU.AHU02.Supply Static Pressure Setpoint
VMIF.AHU.AHU02.SUPTEMPOUT
VMIF.AHU.AHU02.VAVCO2SET
VMIF.AHU.AHU02.VAVHEATING
VMIF.AHU.AHU02.ZONE:MODE
VMIF.BDCT.RHT_FTR.VALVES
VMIF.CENCOMM.AVGROOMTEMP
VMIF.CENCOMM.CO2ALARM
VMIF.CENCOMM.CO2HIGH
VMIF.CENCOMM.CO2OK
VMIF.CENCOMM.LOWLOUVERS
VMIF.CENCOMM.Mode
VMIF.CENCOMM.MODE1OATENABLE
VMIF.CENCOMM.MODE1OATSET
VMIF.CENCOMM.MODE1RMTENABLE
VMIF.CENCOMM.MODE1RMTSET
VMIF.CENCOMM.MODE2OATHI
VMIF.CENCOMM.MODE2OATLO
VMIF.CENCOMM.MODE3OATHI
VMIF.CENCOMM.MODE3OATLO
VMIF.CENCOMM.MODE3RMTENABLE
VMIF.CENCOMM.MODE3RMTSET
VMIF.CENCOMM.MODE4OATHI
VMIF.CENCOMM.MODE4OATLO
VMIF.CENCOMM.MODE5OATHI
VMIF.CENCOMM.MODE5RMTENABLE
VMIF.CENCOMM.MODE5RMTSET
VMIF.CENCOMM.OCCMODE
VMIF.CENCOMM.Outside Air Temp
VMIF.CENCOMM.PURGE
VMIF.CENCOMM.PURGESET
VMIF.CENCOMM.PURGE_ENABLE
VMIF.CENCOMM.PURGE_LOSET
VMIF.CENCOMM.PURGE_REQUEST
VMIF.CENCOMM.VAVFLOW
VMIF.CENCOMM.VAVFLOW1
VMIF.CENCOMM.VAVFLOW2
VMIF.CHW.1ST STAGE
VMIF.CHW.2ND STAGE
VMIF.CHW.3RD STAGE
VMIF.CHW.AHUCCO
VMIF.CHW.BAVGFLOW
VMIF.CHW.BCHWDT
VMIF.CHW.BCHWSO
VMIF.CHW.BCHWUSAGE
VMIF.CHW.BLDGDPAVG
VMIF.CHW.BLDGDPO
VMIF.CHW.BLDGDPSP
VMIF.CHW.BOTH.PUMPS.KWH
VMIF.CHW.BRIDGE
VMIF.CHW.Bridge Level Bypass Flow
VMIF.CHW.BRIDGEO
VMIF.CHW.BTONS
VMIF.CHW.BTUMETER:DAY.NIGHT
VMIF.CHW.BTUMETER:DELTA TEMP
VMIF.CHW.BTUMETER:ENERGY RATE
VMIF.CHW.BTUMETER:OPRATINGMODE
VMIF.CHW.BTUMETER:RETURNTEMP
VMIF.CHW.BTUMETER:SUPPLYTEMP
VMIF.CHW.BTUMETER:VOLUME RATE
VMIF.CHW.BTUS
VMIF.CHW.Building Chilled Water Flow
VMIF.CHW.Building Chilled Water Return Temp
VMIF.CHW.Building Chilled Water Supply Temp
VMIF.CHW.Building Chilled Water Supply Temp Setpoint
VMIF.CHW.Building Diff Pressure
VMIF.CHW.CCO
VMIF.CHW.CCO ENABLE
VMIF.CHW.CHVCLOSED
VMIF.CHW.CHVOPEN75
VMIF.CHW.CHVOPEN95
VMIF.CHW.CHW STG 1
VMIF.CHW.CHW STG 2
VMIF.CHW.CLOSED
VMIF.CHW.ECONOMIZER
VMIF.CHW.ECONOMIZERO
VMIF.CHW.Enable
VMIF.CHW.End of Line Diff Pressure
VMIF.CHW.End of Line Diff Pressure Setpoint
VMIF.CHW.EOLDPAVG
VMIF.CHW.EOLDPO
VMIF.CHW.LCHWDT
VMIF.CHW.LCHWUSAGE
VMIF.CHW.Loop Average Flow
VMIF.CHW.Loop Chilled Water Flow
VMIF.CHW.Loop Chilled Water Return Temp
VMIF.CHW.Loop Chilled Water Supply Temp
VMIF.CHW.LTONS
VMIF.CHW.OA DISABLESP
VMIF.CHW.OA ENABLE
VMIF.CHW.OA ENABLESP
VMIF.CHW.OA HIGH
VMIF.CHW.OA LOW
VMIF.CHW.OA_CHW DIFF
VMIF.CHW.OA_CHW DIFFOK
VMIF.CHW.Outside Air Temp
VMIF.CHW.PUMP.SPEEDO
VMIF.CHW.PUMP1.HOA
VMIF.CHW.PUMP2.HOA
VMIF.CHW.PUMP3.ALARM
VMIF.CHW.PUMP3.FAULT
VMIF.CHW.PUMP3.HOA
VMIF.CHW.PUMP3.ON
VMIF.CHW.PUMP3.RUNTIME
VMIF.CHW.PUMP3.Speed
VMIF.CHW.PUMP3.SPEEDO
VMIF.CHW.PUMP3.Start Stop
VMIF.CHW.PUMP3.VFD Frequency
VMIF.CHW.PUMP3.VFD:DAY.NIGHT
VMIF.CHW.PUMP3.VFD:KWH
VMIF.CHW.PUMP3.VFD:LAST FAULT
VMIF.CHW.PUMP3.VFD:OK.FAULT
VMIF.CHW.PUMP3.VFD:POWER
VMIF.CHW.PUMP3.VFD:RESET FAULT
VMIF.CHW.PUMP3.VFD:RUN TIME
VMIF.CHW.PUMP3.VFD:SEL HND.AUTO
VMIF.CHW.PUMP4.ALARM
VMIF.CHW.PUMP4.FAULT
VMIF.CHW.PUMP4.HOA
VMIF.CHW.PUMP4.ON
VMIF.CHW.PUMP4.RUNTIME
VMIF.CHW.PUMP4.Speed
VMIF.CHW.PUMP4.SPEEDO
VMIF.CHW.PUMP4.Start Stop
VMIF.CHW.PUMP4.VFD Frequency
VMIF.CHW.PUMP4.VFD:DAY.NIGHT
VMIF.CHW.PUMP4.VFD:KWH
VMIF.CHW.PUMP4.VFD:LAST FAULT
VMIF.CHW.PUMP4.VFD:OK.FAULT
VMIF.CHW.PUMP4.VFD:POWER
VMIF.CHW.PUMP4.VFD:RESET FAULT
VMIF.CHW.PUMP4.VFD:RUN TIME
VMIF.CHW.PUMP4.VFD:SEL HND.AUTO
VMIF.CHW.PUMPA.ALARM
VMIF.CHW.PUMPA.SPEEDO
VMIF.CHW.PUMPA.Start Stop
VMIF.CHW.PUMPB.ALARM
VMIF.CHW.PUMPB.SPEEDO
VMIF.CHW.PUMPB.Start Stop
VMIF.CHW.Secnd1
VMIF.CHW.Secnd10
VMIF.CHW.Secnd3
VMIF.CHW.Secnd5
VMIF.CHW.Secnd9
VMIF.CHW.SEQUENCE
VMIF.CHW.SEQUENCEFLAG
VMIF.CHW.SP HIGH
VMIF.CHW.SP LOW
VMIF.CHW.TONS.DAILY
VMIF.EF.EF01.HOA
VMIF.EF.EF01.Proof
VMIF.EF.EF01.RM1042.Zone Air Temp
VMIF.EF.EF01.Start Stop
VMIF.EF.EF02.HOA
VMIF.EF.EF02.Proof
VMIF.EF.EF02.Start Stop
VMIF.EF.EF03.HOA
VMIF.EF.EF03.Proof
VMIF.EF.EF03.RM1056.Zone Air Temp
VMIF.EF.EF03.Start Stop
VMIF.EF.EF04.Flow
VMIF.EF.EF04.FLOWSET
VMIF.EF.EF04.HOA
VMIF.EF.EF04.IGAIN
VMIF.EF.EF04.ISOD
VMIF.EF.EF04.ISODPOS
VMIF.EF.EF04.Outside Air Damper Position
VMIF.EF.EF04.PGAIN
VMIF.EF.EF04.Proof
VMIF.EF.EF04.Speed
VMIF.EF.EF04.SPEEDO
VMIF.EF.EF04.Start Stop
VMIF.EF.EF04.VFD:KWH
VMIF.EF.EF04.VFD:POWER
VMIF.EF.EF04.VFD:RUN TIME
VMIF.EF.EF05.OVRD
VMIF.EF.EF05.Start Stop
VMIF.FC.CCO
VMIF.FC1.CCO
VMIF.FC1.CCV
VMIF.FC1.CLGREQUIRED
VMIF.FC1.CO2
VMIF.FC1.CVO
VMIF.FC1.EAD
VMIF.FC1.HCO
VMIF.FC1.HCV
VMIF.FC1.HTGREQUIRED
VMIF.FC1.HVO
VMIF.FC1.Outside Air Damper Position
VMIF.FC1.OVERRIDE
VMIF.FC1.OVERRIDESET
VMIF.FC1.OVRD
VMIF.FC1.RMS
VMIF.FC1.RMTI
VMIF.FC1.RMTP
VMIF.FC1.SAR
VMIF.FC1.SATI
VMIF.FC1.SATP
VMIF.FC1.Start Stop
VMIF.FC1.Supply Air Temp
VMIF.FC1.SUPTEMPOUT
VMIF.FC1.WINDOW
VMIF.FC1.Zone Air Temp
VMIF.FC10.RM1052E.Zone Air Temp
VMIF.FC10.RM1052E:CTL STPT
VMIF.FC10.RM1052E:FAN
VMIF.FC2.RM1060.Zone Air Temp
VMIF.FC2.RM1060:CTL STPT
VMIF.FC2.RM1060:FAN
VMIF.FC3.RM1012.Zone Air Temp
VMIF.FC3.RM1012:CTL STPT
VMIF.FC3.RM1012:FAN
VMIF.FC4.RM1052D.Zone Air Temp
VMIF.FC4.RM1052D:CTL STPT
VMIF.FC4.RM1052D:FAN
VMIF.FC5.RM1007.Zone Air Temp
VMIF.FC5.RM1007:CTL STPT
VMIF.FC5.RM1007:FAN
VMIF.FC6.RM2058.Zone Air Temp
VMIF.FC6.RM2058:CTL STPT
VMIF.FC6.RM2058:FAN
VMIF.FC7.RM2006.Zone Air Temp
VMIF.FC7.RM2006:CTL STPT
VMIF.FC7.RM2006:FAN
VMIF.FC8.RM2008.Zone Air Temp
VMIF.FC8.RM2008:CTL STPT
VMIF.FC8.RM2008:FAN
VMIF.FC9.RM2014.Zone Air Temp
VMIF.FC9.RM2014:CTL STPT
VMIF.FC9.RM2014:FAN
VMIF.HHW.2PUMPSREQUIRED
VMIF.HHW.AVGDAILYOAT
VMIF.HHW.BOTHPUMPS.KWH
VMIF.HHW.BOTHPUMPS.ON
VMIF.hHW.BTUS
VMIF.HHW.Building Hot Water Flow
VMIF.HHW.Building Hot Water FlowSW
VMIF.HHW.Building Hot Water Return Temp
VMIF.HHW.Building Hot Water Supply Temp
VMIF.HHW.CONDDEMAND
VMIF.HHW.CONDFLOW
VMIF.HHW.CONDOLD15MIN
VMIF.HHW.CONDOLD24HR
VMIF.HHW.CONDUSAGE
VMIF.HHW.COOLINGDEGDAYS
VMIF.HHW.COOLINGDEGF
VMIF.HHW.CRP.FAULT
VMIF.HHW.Enable
VMIF.HHW.End of Line Diff Pressure
VMIF.HHW.End of Line Diff Pressure Setpoint
VMIF.HHW.EOLDPAVG
VMIF.HHW.EOLDPO
VMIF.HHW.HEATINGDEGDAYS
VMIF.HHW.HEATINGDEGF
VMIF.HHW.HEX 1/3
VMIF.HHW.HEX 1/3O
VMIF.HHW.HEX 2/3
VMIF.HHW.HEX 2/3O
VMIF.HHW.HEX 42372
VMIF.HHW.HEX 42403
VMIF.HHW.HTGREQUIRED
VMIF.HHW.HWSO
VMIF.HHW.HWSP
VMIF.HHW.MBTU
VMIF.HHW.MBTU.DAY.ACCUM
VMIF.HHW.NOPUMPSREQUIRED
VMIF.HHW.OA DISABLESP
VMIF.HHW.OA ENABLE
VMIF.HHW.OA ENABLESP
VMIF.HHW.OA HIGH
VMIF.HHW.OA LOW
VMIF.HHW.Outside Air Temp
VMIF.HHW.PUMP1.FAULT
VMIF.HHW.PUMP1.HOA
VMIF.HHW.PUMP1.ON
VMIF.HHW.PUMP1.Speed
VMIF.HHW.PUMP1.SPEEDO
VMIF.HHW.PUMP1.SPEEDOAVG
VMIF.HHW.PUMP1.Start Stop
VMIF.HHW.PUMP1.VFD Frequency
VMIF.HHW.PUMP1.VFD:DAY.NIGHT
VMIF.HHW.PUMP1.VFD:KWH
VMIF.HHW.PUMP1.VFD:LAST FAULT
VMIF.HHW.PUMP1.VFD:OK.FAULT
VMIF.HHW.PUMP1.VFD:POWER
VMIF.HHW.PUMP1.VFD:RESET FAULT
VMIF.HHW.PUMP1.VFD:RUN TIME
VMIF.HHW.PUMP1.VFD:SEL HND.AUTO
VMIF.HHW.PUMP2.FAULT
VMIF.HHW.PUMP2.HOA
VMIF.HHW.PUMP2.ON
VMIF.HHW.PUMP2.Speed
VMIF.HHW.PUMP2.SPEEDO
VMIF.HHW.PUMP2.SPEEDOAVG
VMIF.HHW.PUMP2.Start Stop
VMIF.HHW.PUMP2.VFD Frequency
VMIF.HHW.PUMP2.VFD:DAY.NIGHT
VMIF.HHW.PUMP2.VFD:KWH
VMIF.HHW.PUMP2.VFD:LAST FAULT
VMIF.HHW.PUMP2.VFD:OK.FAULT
VMIF.HHW.PUMP2.VFD:POWER
VMIF.HHW.PUMP2.VFD:RESET FAULT
VMIF.HHW.PUMP2.VFD:RUN TIME
VMIF.HHW.PUMP2.VFD:SEL HND.AUTO
VMIF.HHW.PUMPA.ALARM
VMIF.HHW.PUMPA.SPEEDO
VMIF.HHW.PUMPA.Start Stop
VMIF.HHW.PUMPB.ALARM
VMIF.HHW.PUMPB.SPEEDO
VMIF.HHW.PUMPB.Start Stop
VMIF.HHW.SECND4
VMIF.HHW.SECND5
VMIF.HHW.SECND6
VMIF.HHW.SEQUENCE
VMIF.HHW.SEQUENCEFLAG
VMIF.HHW.SP HIGH
VMIF.HHW.SP LOW
VMIF.MEC03_CHW.PUMPWRLS
VMIF.MEC04_HHW.PUMPWRLS
VMIF.OACO2
VMIF.Outside Air Humidity
VMIF.Outside Air Temp
VMIF.RFW.CHANGEOVER
VMIF.RFW.COOLINGSET
VMIF.RFW.COOLMODESET
VMIF.RFW.FAULT
VMIF.RFW.FLOWSW
VMIF.RFW.Heat Cool
VMIF.RFW.HEATINGSET
VMIF.RFW.HEATMODESET
VMIF.RFW.HEX
VMIF.RFW.HEXO
VMIF.RFW.LOWPSI1
VMIF.RFW.LOWPSI2
VMIF.RFW.P5.DELAY
VMIF.RFW.P5.Start Stop
VMIF.RFW.RFWR
VMIF.RFW.RFWS
VMIF.RFW.RFWSCLGSET
VMIF.RFW.RFWSHTGSET
VMIF.RFW.STATUS
VMIF.RFW.TCV
VMIF.RFW.TCVO
VMIF.VENT.RM2041
VMIF.VENT.RM2043
VMIF.VENT.RM2045
VMIF.VENT.RM2047
VMIF.ZONE.AHU01.RM1001.CO2ALARM
VMIF.ZONE.AHU01.RM1001.Day Night
VMIF.ZONE.AHU01.RM1001.Heat Cool
VMIF.ZONE.AHU01.RM1001.HTGREQUIRED
