TUPP.1HENE.FAN SPEED
TUPP.1HENE.Fan.Status
TUPP.1HENW.FAN SPEED
TUPP.1HENW.Fan.Status
TUPP.1HESE.FAN SPEED
TUPP.1HESE.Fan.Status
TUPP.1HESW.FAN SPEED
TUPP.1HESW.Fan.Status
TUPP.1LENE.FAN SPEED
TUPP.1LENE.Fan.Status
TUPP.1LENW.FAN SPEED
TUPP.1LENW.Fan.Status
TUPP.1LESE.FAN SPEED
TUPP.1LESE.Fan.Status
TUPP.1LESW.FAN SPEED
TUPP.1LESW.Fan.Status
TUPP.1NE.CCO
TUPP.1NE.CCV
TUPP.1NE.EHS
TUPP.1NE.EPS
TUPP.1NE.Fan.Status
TUPP.1NE.HCO
TUPP.1NE.HCV
TUPP.1NE.MODE
TUPP.1NE.OCCSSS
TUPP.2NW9A.Zone Supply Air Flow
TUPP.2NW9A:AUX TEMP
TUPP.2NW9A:DMPR COMD
TUPP.2NW9A:VLV COMD
TUPP.2SE.CCO
TUPP.2SE.CCV
TUPP.2SE.Fan.Status
TUPP.2SE.HCO
TUPP.2SE.HCV
TUPP.2SE.MODE
TUPP.2SE.OCCSSS
TUPP.2SE.SF.Start Stop
TUPP.2SE.Speed
TUPP.2SE.Supply Air Temp
TUPP.2SE.Supply Air Temp Setpoint
TUPP.2SE.Supply Static Pressure
TUPP.2SE.Supply Static Pressure Setpoint
TUPP.2SE1.Zone Air Temp
TUPP.2SE10.Zone Air Temp
TUPP.2SE10:AUX TEMP
TUPP.2SE10:VLV 1 COMD
TUPP.2SE11.Zone Air Temp
TUPP.2SE11:AUX TEMP
TUPP.2SE11:VLV 1 COMD
TUPP.2SE12.Zone Air Temp
TUPP.2SE12:AUX TEMP
TUPP.2SE12:VLV 1 COMD
TUPP.2SE13.Zone Air Temp
TUPP.2SE13:AUX TEMP
TUPP.2SE13:VLV 1 COMD
TUPP.2SE14.Zone Air Temp
TUPP.2SE14:AUX TEMP
TUPP.2SE14:VLV 1 COMD
TUPP.2SE15.Zone Air Temp
TUPP.2SE15:AUX TEMP
TUPP.2SE15:VLV 1 COMD
TUPP.2SE16.Zone Air Temp
TUPP.2SE16:AUX TEMP
TUPP.2SE16:VLV 1 COMD
TUPP.2SE17.Zone Air Temp
TUPP.2SE17:AUX TEMP
TUPP.2SE17:VLV 1 COMD
TUPP.2SE18.Zone Air Temp
TUPP.2SE18:AUX TEMP
TUPP.2SE18:VLV 1 COMD
TUPP.2SE19.Zone Air Temp
TUPP.2SE19:AUX TEMP
TUPP.2SE19:VLV 1 COMD
TUPP.2SE1:AUX TEMP
TUPP.2SE1:VLV 1 COMD
TUPP.2SE2.Zone Air Temp
TUPP.2SE20.Zone Air Temp
TUPP.2SE20:AUX TEMP
TUPP.2SE20:VLV 1 COMD
TUPP.2SE21.Zone Air Temp
TUPP.2SE21:AUX TEMP
TUPP.2SE21:VLV 1 COMD
TUPP.2SE22.Zone Air Temp
TUPP.2SE22:AUX TEMP
TUPP.2SE22:VLV 1 COMD
TUPP.2SE24.Zone Air Temp
TUPP.2SE24:AUX TEMP
TUPP.2SE24:VLV 1 COMD
TUPP.2SE2:AUX TEMP
TUPP.2SE2:VLV 1 COMD
TUPP.2SE3.Zone Air Temp
TUPP.2SE3:AUX TEMP
TUPP.2SE3:VLV 1 COMD
TUPP.2SE4.Zone Air Temp
TUPP.2SE4:AUX TEMP
TUPP.2SE4:VLV 1 COMD
TUPP.2SE5.Zone Air Temp
TUPP.2SE5:AUX TEMP
TUPP.2SE5:VLV 1 COMD
TUPP.2SE6.Zone Air Temp
TUPP.2SE6:AUX TEMP
TUPP.2SE6:VLV 1 COMD
TUPP.2SE7.Zone Air Temp
TUPP.2SE7:AUX TEMP
TUPP.2SE7:VLV 1 COMD
TUPP.2SE8.Zone Air Temp
TUPP.2SE8:AUX TEMP
TUPP.2SE8:VLV 1 COMD
TUPP.2SE9.Zone Air Temp
TUPP.2SE9:AUX TEMP
TUPP.2SE9:VLV 1 COMD
TUPP.2SW.CCO
TUPP.2SW.CCV
TUPP.2SW.Fan.Status
TUPP.2SW.HCO
TUPP.2SW.HCV
TUPP.2SW.MODE
TUPP.2SW.OCCSSS
TUPP.2SW.SF.Start Stop
TUPP.2SW.Speed
TUPP.2SW.Supply Air Temp
TUPP.2SW.Supply Air Temp Setpoint
TUPP.2SW.Supply Static Pressure
TUPP.2SW.Supply Static Pressure Setpoint
TUPP.2SW1.Zone Air Temp
TUPP.2SW10.Zone Air Temp
TUPP.2SW10:AUX TEMP
TUPP.2SW10:VLV 1 COMD
TUPP.2SW11.Zone Air Temp
TUPP.2SW11:AUX TEMP
TUPP.2SW11:VLV 1 COMD
TUPP.2SW12.Zone Air Temp
TUPP.2SW12:AUX TEMP
TUPP.2SW12:VLV 1 COMD
TUPP.2SW13.Zone Air Temp
TUPP.2SW13:AUX TEMP
TUPP.2SW13:VLV 1 COMD
TUPP.2SW14.Zone Air Temp
TUPP.2SW14:AUX TEMP
TUPP.2SW14:VLV 1 COMD
TUPP.2SW15.Zone Air Temp
TUPP.2SW15:AUX TEMP
TUPP.2SW15:VLV 1 COMD
TUPP.2SW16.Zone Air Temp
TUPP.2SW16:AUX TEMP
TUPP.2SW16:VLV 1 COMD
TUPP.2SW17.Zone Air Temp
TUPP.2SW17:AUX TEMP
TUPP.2SW17:VLV 1 COMD
TUPP.2SW18.Zone Air Temp
TUPP.2SW18:AUX TEMP
TUPP.2SW18:VLV 1 COMD
TUPP.2SW1:AUX TEMP
TUPP.2SW1:VLV 1 COMD
TUPP.2SW2.Zone Air Temp
TUPP.2SW2:AUX TEMP
TUPP.2SW2:VLV 1 COMD
TUPP.2SW3.Zone Air Temp
TUPP.2SW3.Zone Supply Air Flow
TUPP.2SW3:AUX TEMP
TUPP.2SW3:DMPR COMD
TUPP.2SW3:VLV COMD
TUPP.2SW3A.Zone Air Temp
